Hotel;Is Canceled;Lead Time;arrival full date;Arrival Date Year;Arrival Date Month;Arrival Date Week Number;Arrival Date Day of Month;Stays in Weekend nights;Stays in week nights;stays total nights;Adults;Children;Babies;Meal;Country;Reserved Room Type;Assigned room type;customer type;Reservation Status;Reservation status_date
Resort Hotel;0;0;2017-04-17;2017;April;16;17;1;0;1;1;0.0;0;BB;GBR;A;A;Transient;Check-Out;2017-04-18
Resort Hotel;0;86;2017-04-14;2017;April;15;14;2;2;4;2;0.0;0;HB;ESP;F;F;Transient;Check-Out;2017-04-18
Resort Hotel;0;89;2017-04-12;2017;April;15;12;2;5;7;2;0.0;0;HB;DEU;E;E;Transient;Check-Out;2017-04-19
Resort Hotel;0;164;2017-04-12;2017;April;15;12;2;5;7;2;0.0;0;HB;FRA;E;E;Transient;Check-Out;2017-04-19
Resort Hotel;0;171;2017-04-11;2017;April;15;11;2;6;8;2;0.0;0;BB;GBR;D;D;Transient;Check-Out;2017-04-19
Resort Hotel;0;9;2017-04-14;2017;April;15;14;2;3;5;2;0.0;0;BB;IRL;D;D;Transient;Check-Out;2017-04-19
Resort Hotel;0;73;2017-04-14;2017;April;15;14;2;3;5;2;0.0;0;BB;SRB;A;A;Transient;Check-Out;2017-04-19
Resort Hotel;0;76;2017-04-16;2017;April;16;16;2;1;3;2;0.0;0;BB;GBR;A;A;Transient;Check-Out;2017-04-19
Resort Hotel;0;80;2017-04-13;2017;April;15;13;2;4;6;2;1.0;0;HB;ESP;G;G;Transient;Check-Out;2017-04-19
Resort Hotel;0;63;2017-04-12;2017;April;15;12;2;5;7;2;0.0;1;BB;IRL;D;D;Transient;Check-Out;2017-04-19
Resort Hotel;0;7;2017-04-18;2017;April;16;18;0;1;1;1;0.0;0;BB;PRT;A;A;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;126;2017-04-17;2017;April;16;17;1;1;2;2;0.0;0;BB;BRA;D;D;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;126;2017-04-17;2017;April;16;17;1;1;2;1;0.0;0;BB;BRA;D;D;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;12;2017-04-18;2017;April;16;18;0;1;1;2;0.0;0;BB;PRT;E;E;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;5;2017-04-18;2017;April;16;18;0;1;1;1;0.0;0;BB;IRL;F;F;Transient;Check-Out;2017-04-19
Resort Hotel;0;12;2017-04-18;2017;April;16;18;0;1;1;1;0.0;0;BB;ARG;E;E;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;126;2017-04-17;2017;April;16;17;1;1;2;2;0.0;0;BB;BRA;D;D;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;27;2017-04-14;2017;April;15;14;2;3;5;2;0.0;0;BB;IRL;A;A;Transient;Check-Out;2017-04-19
Resort Hotel;0;5;2017-04-18;2017;April;16;18;0;1;1;1;0.0;0;BB;GBR;D;D;Transient;Check-Out;2017-04-19
Resort Hotel;0;5;2017-04-18;2017;April;16;18;0;1;1;1;0.0;0;BB;GBR;D;D;Transient;Check-Out;2017-04-19
Resort Hotel;0;5;2017-04-18;2017;April;16;18;0;1;1;1;0.0;0;BB;GBR;F;F;Transient;Check-Out;2017-04-19
Resort Hotel;0;5;2017-04-18;2017;April;16;18;0;1;1;1;0.0;0;BB;PRT;D;D;Transient;Check-Out;2017-04-19
Resort Hotel;0;192;2017-04-17;2017;April;16;17;1;1;2;2;0.0;0;BB;FRA;E;E;Transient;Check-Out;2017-04-19
Resort Hotel;0;1;2017-04-18;2017;April;16;18;0;1;1;2;0.0;0;BB;BRA;E;F;Transient;Check-Out;2017-04-19
Resort Hotel;0;126;2017-04-17;2017;April;16;17;1;1;2;2;0.0;0;BB;BRA;D;D;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;4;2017-04-16;2017;April;16;16;2;1;3;2;1.0;0;BB;ESP;E;E;Transient;Check-Out;2017-04-19
Resort Hotel;0;60;2017-04-15;2017;April;15;15;2;2;4;2;0.0;0;BB;DEU;D;D;Transient;Check-Out;2017-04-19
Resort Hotel;0;5;2017-04-18;2017;April;16;18;0;1;1;1;0.0;0;BB;PRT;A;A;Transient;Check-Out;2017-04-19
Resort Hotel;0;100;2017-04-16;2017;April;16;16;2;1;3;2;0.0;0;BB;LTU;A;A;Transient;Check-Out;2017-04-19
Resort Hotel;0;1;2017-04-18;2017;April;16;18;0;1;1;1;0.0;0;BB;PRT;A;A;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;1;2017-04-18;2017;April;16;18;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;1;2017-04-18;2017;April;16;18;0;1;1;2;0.0;0;BB;PRT;A;D;Transient-Party;Check-Out;2017-04-19
Resort Hotel;0;0;2017-04-17;2017;April;16;17;1;1;2;1;0.0;0;BB;GBR;A;A;Transient;Check-Out;2017-04-19
Resort Hotel;0;0;2017-04-17;2017;April;16;17;1;1;2;1;0.0;0;BB;POL;A;A;Transient;Check-Out;2017-04-19
Resort Hotel;0;1;2017-04-20;2017;April;16;20;0;0;0;1;0.0;0;BB;PRT;A;D;Transient-Party;Check-Out;2017-04-20
Resort Hotel;0;1;2017-04-20;2017;April;16;20;0;0;0;1;0.0;0;BB;PRT;A;D;Transient-Party;Check-Out;2017-04-20
Resort Hotel;0;0;2017-04-27;2017;April;17;27;0;1;1;1;0.0;0;BB;PRT;A;D;Transient-Party;Check-Out;2017-04-28
Resort Hotel;0;128;2017-04-13;2017;April;15;13;2;5;7;1;0.0;0;BB;IRL;A;A;Transient-Party;Check-Out;2017-04-20
Resort Hotel;0;128;2017-04-13;2017;April;15;13;2;5;7;2;0.0;0;BB;IRL;A;A;Transient-Party;Check-Out;2017-04-20
Resort Hotel;0;0;2017-04-18;2017;April;16;18;0;2;2;2;0.0;0;BB;USA;A;A;Transient;Check-Out;2017-04-20
Resort Hotel;0;142;2017-04-13;2017;April;15;13;2;5;7;2;1.0;0;HB;GBR;E;E;Transient;Check-Out;2017-04-20
Resort Hotel;0;27;2017-04-16;2017;April;16;16;2;2;4;2;0.0;0;BB;GBR;A;A;Contract;Check-Out;2017-04-20
Resort Hotel;0;60;2017-04-15;2017;April;15;15;2;3;5;2;0.0;0;BB;GBR;D;D;Contract;Check-Out;2017-04-20
Resort Hotel;0;33;2017-04-08;2017;April;14;8;4;8;12;2;0.0;0;Undefined;GBR;D;E;Contract;Check-Out;2017-04-20
Resort Hotel;0;26;2017-04-16;2017;April;16;16;2;2;4;2;0.0;0;HB;GBR;D;D;Contract;Check-Out;2017-04-20
Resort Hotel;0;27;2017-04-19;2017;April;16;19;0;1;1;2;0.0;0;BB;DEU;D;D;Transient;Check-Out;2017-04-20
Resort Hotel;0;254;2017-04-09;2017;April;15;9;4;7;11;2;0.0;0;BB;DEU;A;A;Transient;Check-Out;2017-04-20
Resort Hotel;0;100;2017-04-15;2017;April;15;15;2;3;5;2;0.0;0;BB;GBR;D;D;Transient;Check-Out;2017-04-20
Resort Hotel;0;20;2017-04-16;2017;April;16;16;2;2;4;2;0.0;0;HB;FRA;E;E;Transient;Check-Out;2017-04-20
Resort Hotel;0;0;2017-04-19;2017;April;16;19;0;1;1;2;0.0;0;BB;FRA;A;A;Transient;Check-Out;2017-04-20
Resort Hotel;0;167;2017-04-11;2017;April;15;11;2;7;9;2;0.0;0;BB;GBR;E;E;Transient;Check-Out;2017-04-20
Resort Hotel;0;31;2017-04-13;2017;April;15;13;2;5;7;2;0.0;0;BB;GBR;A;A;Contract;Check-Out;2017-04-20
Resort Hotel;0;67;2017-04-16;2017;April;16;16;2;2;4;2;0.0;0;BB;ITA;D;D;Transient;Check-Out;2017-04-20
Resort Hotel;0;0;2017-04-19;2017;April;16;19;0;1;1;2;0.0;0;BB;USA;A;D;Transient;Check-Out;2017-04-20
Resort Hotel;0;1;2017-04-15;2017;April;15;15;2;3;5;1;1.0;0;HB;GBR;A;D;Transient;Check-Out;2017-04-20
Resort Hotel;0;75;2017-04-15;2017;April;15;15;2;4;6;2;0.0;0;BB;NLD;A;A;Transient;Check-Out;2017-04-21
Resort Hotel;0;95;2017-04-12;2017;April;15;12;2;7;9;2;2.0;0;BB;CHN;G;G;Transient;Check-Out;2017-04-21
Resort Hotel;0;130;2017-04-15;2017;April;15;15;2;4;6;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-21
Resort Hotel;0;72;2017-04-14;2017;April;15;14;2;5;7;2;0.0;0;BB;GBR;D;D;Transient;Check-Out;2017-04-21
Resort Hotel;0;60;2017-04-17;2017;April;16;17;1;3;4;2;0.0;0;HB;ITA;E;E;Transient;Check-Out;2017-04-21
Resort Hotel;0;83;2017-04-15;2017;April;15;15;2;4;6;2;0.0;0;HB;GBR;F;G;Transient;Check-Out;2017-04-21
Resort Hotel;0;2;2017-04-20;2017;April;16;20;0;1;1;1;0.0;0;BB;PRT;A;D;Transient;Check-Out;2017-04-21
Resort Hotel;0;10;2017-05-15;2017;May;20;15;1;1;2;1;0.0;0;BB;PRT;A;D;Transient;Check-Out;2017-05-17
Resort Hotel;0;14;2017-04-19;2017;April;16;19;0;2;2;1;0.0;0;BB;PRT;A;A;Transient;Check-Out;2017-04-21
Resort Hotel;0;94;2017-04-14;2017;April;15;14;2;5;7;2;0.0;0;BB;GBR;A;A;Contract;Check-Out;2017-04-21
Resort Hotel;0;6;2017-04-19;2017;April;16;19;0;2;2;1;0.0;0;BB;GBR;E;E;Transient;Check-Out;2017-04-21
Resort Hotel;0;2;2017-04-19;2017;April;16;19;0;2;2;1;0.0;0;BB;PRT;A;D;Transient;Check-Out;2017-04-21
Resort Hotel;0;4;2017-06-26;2017;June;26;26;1;3;4;1;0.0;0;BB;PRT;A;A;Group;Check-Out;2017-06-30
Resort Hotel;0;11;2017-07-03;2017;July;27;3;1;3;4;1;0.0;0;BB;PRT;A;A;Transient;Check-Out;2017-07-07
Resort Hotel;0;174;2017-04-17;2017;April;16;17;1;3;4;2;0.0;0;HB;FRA;A;D;Transient-Party;Check-Out;2017-04-21
Resort Hotel;0;174;2017-04-17;2017;April;16;17;1;3;4;2;0.0;0;HB;FRA;A;A;Transient-Party;Check-Out;2017-04-21
Resort Hotel;0;47;2017-04-19;2017;April;16;19;0;2;2;2;1.0;0;BB;FRA;F;F;Transient;Check-Out;2017-04-21
Resort Hotel;0;34;2017-04-17;2017;April;16;17;1;3;4;2;0.0;0;BB;GBR;D;D;Transient;Check-Out;2017-04-21
Resort Hotel;0;8;2017-04-20;2017;April;16;20;0;1;1;1;0.0;0;BB;PRT;A;A;Transient;Check-Out;2017-04-21
Resort Hotel;0;111;2017-04-19;2017;April;16;19;0;2;2;2;0.0;0;FB;GBR;E;E;Transient;Check-Out;2017-04-21
Resort Hotel;0;137;2017-04-19;2017;April;16;19;0;2;2;2;0.0;0;BB;IRL;A;C;Transient;Check-Out;2017-04-21
Resort Hotel;0;8;2017-04-20;2017;April;16;20;0;1;1;1;0.0;0;BB;PRT;A;A;Transient;Check-Out;2017-04-21
Resort Hotel;0;1;2017-04-17;2017;April;16;17;1;3;4;2;0.0;0;BB;PRT;D;D;Transient;Check-Out;2017-04-21
Resort Hotel;0;87;2017-04-17;2017;April;16;17;1;3;4;2;0.0;0;BB;ESP;G;G;Transient;Check-Out;2017-04-21
Resort Hotel;0;22;2017-04-17;2017;April;16;17;1;3;4;2;1.0;0;BB;GBR;F;F;Transient;Check-Out;2017-04-21
Resort Hotel;0;0;2017-04-20;2017;April;16;20;0;1;1;1;0.0;0;BB;CHE;A;A;Transient;Check-Out;2017-04-21
Resort Hotel;0;74;2017-04-17;2017;April;16;17;1;3;4;2;0.0;0;BB;GBR;D;D;Transient;Check-Out;2017-04-21
Resort Hotel;0;30;2017-04-14;2017;April;15;14;2;5;7;2;0.0;0;SC;PRT;A;I;Transient;Check-Out;2017-04-21
Resort Hotel;0;0;2017-04-20;2017;April;16;20;0;2;2;2;0.0;0;HB;GBR;A;A;Transient;Check-Out;2017-04-22
Resort Hotel;0;23;2017-04-20;2017;April;16;20;0;2;2;2;0.0;0;BB;GBR;A;A;Transient-Party;Check-Out;2017-04-22
Resort Hotel;0;24;2017-04-21;2017;April;16;21;0;1;1;1;0.0;0;BB;NLD;A;A;Transient-Party;Check-Out;2017-04-22
Resort Hotel;0;23;2017-04-20;2017;April;16;20;0;2;2;2;0.0;0;BB;GBR;A;A;Transient-Party;Check-Out;2017-04-22
Resort Hotel;0;32;2017-04-16;2017;April;16;16;2;4;6;3;0.0;0;BB;GBR;E;E;Transient;Check-Out;2017-04-22
Resort Hotel;0;95;2017-04-15;2017;April;15;15;2;5;7;2;0.0;0;BB;GBR;D;D;Contract;Check-Out;2017-04-22
Resort Hotel;0;63;2017-04-17;2017;April;16;17;1;4;5;2;0.0;0;BB;ESP;D;D;Transient;Check-Out;2017-04-22
Resort Hotel;0;63;2017-04-17;2017;April;16;17;1;4;5;2;0.0;0;BB;ESP;D;D;Transient;Check-Out;2017-04-22
Resort Hotel;0;63;2017-04-17;2017;April;16;17;1;4;5;2;0.0;0;BB;ESP;D;D;Transient;Check-Out;2017-04-22
Resort Hotel;0;23;2017-04-20;2017;April;16;20;0;2;2;2;0.0;0;BB;GBR;A;A;Transient-Party;Check-Out;2017-04-22
Resort Hotel;0;30;2017-04-21;2017;April;16;21;0;1;1;1;0.0;0;BB;PRT;A;D;Transient-Party;Check-Out;2017-04-22
Resort Hotel;0;108;2017-04-21;2017;April;16;21;0;1;1;2;0.0;0;BB;CHE;D;D;Transient;Check-Out;2017-04-22
Resort Hotel;0;30;2017-04-21;2017;April;16;21;0;1;1;1;0.0;0;BB;PRT;A;D;Transient-Party;Check-Out;2017-04-22
Resort Hotel;0;29;2017-04-19;2017;April;16;19;0;3;3;2;0.0;0;BB;PRT;A;A;Transient;Check-Out;2017-04-22
Resort Hotel;0;0;2017-04-21;2017;April;16;21;0;1;1;2;0.0;0;BB;NLD;A;A;Transient;Check-Out;2017-04-22
Resort Hotel;0;8;2017-04-21;2017;April;16;21;0;1;1;2;0.0;0;BB;PRT;A;D;Transient;Check-Out;2017-04-22
Resort Hotel;0;232;2017-04-15;2017;April;15;15;2;5;7;2;0.0;0;BB;IRL;A;A;Transient;Check-Out;2017-04-22
Resort Hotel;0;108;2017-04-22;2017;April;16;22;0;1;1;2;0.0;0;BB;IRL;A;A;Transient;Check-Out;2017-04-23
Resort Hotel;0;66;2017-04-18;2017;April;16;18;0;4;4;2;0.0;0;BB;PRT;D;D;Transient;Check-Out;2017-04-22
Resort Hotel;0;1;2017-04-19;2017;April;16;19;0;3;3;1;0.0;0;BB;SWE;A;A;Transient;Check-Out;2017-04-22
Resort Hotel;0;91;2017-04-15;2017;April;15;15;2;5;7;2;0.0;0;BB;ITA;E;E;Transient;Check-Out;2017-04-22
Resort Hotel;0;206;2017-04-18;2017;April;16;18;0;4;4;2;0.0;0;BB;IRL;A;A;Transient;Check-Out;2017-04-22
Resort Hotel;0;98;2017-04-15;2017;April;15;15;2;5;7;2;0.0;0;BB;GBR;D;D;Transient;Check-Out;2017-04-22
Resort Hotel;0;2;2017-04-21;2017;April;16;21;0;1;1;3;1.0;0;BB;PRT;H;H;Transient;Check-Out;2017-04-22
Resort Hotel;0;73;2017-04-15;2017;April;15;15;2;5;7;2;0.0;0;BB;IRL;A;A;Transient;Check-Out;2017-04-22
Resort Hotel;0;4;2017-04-16;2017;April;16;16;2;4;6;1;0.0;0;BB;ESP;A;A;Transient;Check-Out;2017-04-22
Resort Hotel;0;6;2017-04-19;2017;April;16;19;0;3;3;2;0.0;0;HB;ESP;A;A;Transient;Check-Out;2017-04-22
Resort Hotel;0;98;2017-04-22;2017;April;16;22;1;1;2;2;0.0;0;BB;PRT;F;F;Transient;Check-Out;2017-04-24
Resort Hotel;0;84;2017-04-15;2017;April;15;15;2;5;7;2;0.0;1;HB;NGA;D;D;Transient;Check-Out;2017-04-22
Resort Hotel;0;8;2017-04-22;2017;April;16;22;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Check-Out;2017-04-23
Resort Hotel;0;124;2017-04-09;2017;April;15;9;4;10;14;2;0.0;0;HB;DEU;E;E;Contract;Check-Out;2017-04-23
Resort Hotel;0;58;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;DEU;A;C;Contract;Check-Out;2017-04-23
Resort Hotel;0;128;2017-04-13;2017;April;15;13;2;8;10;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;128;2017-04-13;2017;April;15;13;2;8;10;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;76;2017-04-15;2017;April;15;15;2;6;8;2;0.0;0;BB;IND;A;A;Transient;Check-Out;2017-04-23
Resort Hotel;0;128;2017-04-13;2017;April;15;13;2;8;10;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;123;2017-04-08;2017;April;14;8;4;11;15;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;3;0.0;0;HB;DEU;C;C;Contract;Check-Out;2017-04-23
Resort Hotel;0;47;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;DEU;A;C;Contract;Check-Out;2017-04-23
Resort Hotel;0;0;2017-04-21;2017;April;16;21;0;2;2;1;0.0;0;BB;FRA;E;E;Transient;Check-Out;2017-04-23
Resort Hotel;0;6;2017-04-19;2017;April;16;19;0;4;4;1;0.0;0;BB;GBR;E;E;Transient;Check-Out;2017-04-23
Resort Hotel;0;49;2017-04-15;2017;April;15;15;2;6;8;2;0.0;0;BB;GBR;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;25;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;BB;GBR;D;D;Contract;Check-Out;2017-04-23
Resort Hotel;0;150;2017-04-17;2017;April;16;17;1;5;6;2;0.0;0;HB;FRA;E;E;Transient;Check-Out;2017-04-23
Resort Hotel;0;23;2017-04-20;2017;April;16;20;0;3;3;2;0.0;0;BB;GBR;A;D;Transient-Party;Check-Out;2017-04-23
Resort Hotel;0;12;2017-04-18;2017;April;16;18;0;5;5;2;0.0;0;BB;GBR;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;0;2017-04-21;2017;April;16;21;0;2;2;2;0.0;0;BB;BGR;A;E;Transient;Check-Out;2017-04-23
Resort Hotel;0;153;2017-04-19;2017;April;16;19;0;4;4;2;0.0;0;HB;FRA;A;A;Transient;Check-Out;2017-04-23
Resort Hotel;0;3;2017-04-21;2017;April;16;21;0;2;2;2;0.0;0;BB;ESP;F;F;Transient;Check-Out;2017-04-23
Resort Hotel;0;63;2017-04-16;2017;April;16;16;2;5;7;2;1.0;0;BB;FRA;D;D;Transient;Check-Out;2017-04-23
Resort Hotel;0;65;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;BB;FRA;F;F;Transient;Check-Out;2017-04-23
Resort Hotel;0;95;2017-04-22;2017;April;16;22;0;1;1;2;0.0;0;BB;ITA;E;E;Transient;Check-Out;2017-04-23
Resort Hotel;0;21;2017-04-18;2017;April;16;18;0;5;5;2;1.0;0;BB;CHE;D;E;Transient;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;DEU;A;E;Contract;Check-Out;2017-04-23
Resort Hotel;0;57;2017-04-14;2017;April;15;14;2;7;9;2;0.0;0;HB;DEU;D;D;Contract;Check-Out;2017-04-23
Resort Hotel;0;52;2017-04-21;2017;April;16;21;0;2;2;1;0.0;0;HB;CHE;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;47;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;DEU;A;C;Contract;Check-Out;2017-04-23
Resort Hotel;0;124;2017-04-09;2017;April;15;9;4;10;14;2;0.0;0;HB;PRT;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;177;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;BB;DNK;F;F;Transient;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;CZE;D;D;Contract;Check-Out;2017-04-23
Resort Hotel;0;0;2017-04-20;2017;April;16;20;0;3;3;2;0.0;0;BB;FIN;A;A;Transient;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;CHE;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;48;2017-04-17;2017;April;16;17;1;5;6;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;CHE;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;CHE;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;131;2017-04-16;2017;April;16;16;2;5;7;2;0.0;0;HB;DEU;A;A;Contract;Check-Out;2017-04-23
Resort Hotel;0;138;2017-04-17;2017;April;16;17;1;5;6;2;0.0;0;HB;ESP;D;D;Transient;Check-Out;2017-04-23
Resort Hotel;0;124;2017-04-09;2017;April;15;9;4;10;14;2;1.0;0;HB;PRT;H;H;Contract;Check-Out;2017-04-23
Resort Hotel;0;84;2017-04-18;2017;April;16;18;1;5;6;1;0.0;0;BB;ITA;E;E;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;84;2017-04-18;2017;April;16;18;1;5;6;1;0.0;0;BB;USA;E;E;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;63;2017-04-20;2017;April;16;20;1;3;4;1;0.0;0;BB;ITA;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;63;2017-04-20;2017;April;16;20;1;3;4;1;0.0;0;BB;ITA;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;85;2017-04-19;2017;April;16;19;1;4;5;2;0.0;0;BB;USA;E;E;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;62;2017-04-19;2017;April;16;19;1;4;5;1;0.0;0;BB;AUS;E;E;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;62;2017-04-19;2017;April;16;19;1;4;5;1;0.0;0;BB;RUS;A;D;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;62;2017-04-19;2017;April;16;19;1;4;5;1;0.0;0;BB;RUS;A;C;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;76;2017-04-21;2017;April;16;21;1;2;3;2;0.0;0;BB;GBR;A;F;Transient;Check-Out;2017-04-24
Resort Hotel;0;23;2017-04-20;2017;April;16;20;1;3;4;2;0.0;0;BB;FRA;A;F;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;84;2017-04-18;2017;April;16;18;1;5;6;1;0.0;0;BB;ITA;E;E;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;1;2017-04-21;2017;April;16;21;1;2;3;1;0.0;0;BB;DEU;A;D;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;84;2017-04-18;2017;April;16;18;1;5;6;2;0.0;0;BB;ITA;E;E;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;84;2017-04-18;2017;April;16;18;1;5;6;1;0.0;0;BB;ITA;E;E;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;84;2017-04-18;2017;April;16;18;1;5;6;2;0.0;0;BB;ITA;E;E;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;84;2017-04-18;2017;April;16;18;1;5;6;2;0.0;0;BB;ITA;E;E;Transient;Check-Out;2017-04-24
Resort Hotel;0;2;2017-04-21;2017;April;16;21;1;2;3;1;0.0;0;BB;RUS;G;G;Transient;Check-Out;2017-04-24
Resort Hotel;0;62;2017-04-19;2017;April;16;19;1;4;5;1;0.0;0;BB;ITA;A;D;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;168;2017-04-19;2017;April;16;19;1;4;5;2;0.0;0;BB;DEU;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;168;2017-04-19;2017;April;16;19;1;4;5;2;0.0;0;BB;DEU;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;62;2017-04-19;2017;April;16;19;1;4;5;1;0.0;0;BB;ITA;A;D;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;0;2017-04-20;2017;April;16;20;1;3;4;1;0.0;0;BB;SVN;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;168;2017-04-19;2017;April;16;19;1;4;5;2;0.0;0;BB;DEU;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;47;2017-04-17;2017;April;16;17;2;5;7;2;0.0;0;BB;GBR;D;D;Contract;Check-Out;2017-04-24
Resort Hotel;0;168;2017-04-19;2017;April;16;19;1;4;5;2;0.0;0;BB;DEU;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;168;2017-04-19;2017;April;16;19;1;4;5;2;0.0;0;BB;DEU;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;42;2017-04-18;2017;April;16;18;1;5;6;2;0.0;0;BB;PRT;D;D;Transient;Check-Out;2017-04-24
Resort Hotel;0;61;2017-04-18;2017;April;16;18;1;5;6;1;0.0;0;BB;ITA;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;0;2017-04-20;2017;April;16;20;1;3;4;2;0.0;0;BB;USA;A;A;Transient;Check-Out;2017-04-24
Resort Hotel;0;108;2017-04-20;2017;April;16;20;1;3;4;2;0.0;0;BB;FRA;E;E;Transient;Check-Out;2017-04-24
Resort Hotel;0;64;2017-04-21;2017;April;16;21;1;2;3;2;0.0;0;BB;PRT;A;A;Transient-Party;Check-Out;2017-04-24
Resort Hotel;0;1;2017-04-25;2017;April;17;25;0;1;1;1;0.0;0;BB;GBR;E;E;Transient;Check-Out;2017-04-26
Resort Hotel;0;74;2017-04-20;2017;April;16;20;2;3;5;2;0.0;0;HB;GBR;A;A;Transient;Check-Out;2017-04-25
Resort Hotel;0;1;2017-04-24;2017;April;17;24;1;0;1;2;0.0;0;BB;PRT;A;A;Transient;Check-Out;2017-04-25
Resort Hotel;0;140;2017-04-24;2017;April;17;24;1;0;1;1;0.0;0;BB;CHE;E;E;Transient;Check-Out;2017-04-25
Resort Hotel;0;140;2017-04-24;2017;April;17;24;1;0;1;2;0.0;0;BB;CHE;E;E;Transient;Check-Out;2017-04-25
Resort Hotel;0;267;2017-04-22;2017;April;16;22;2;1;3;2;0.0;0;BB;PRT;A;E;Transient;Check-Out;2017-04-25
Resort Hotel;0;4;2017-04-24;2017;April;17;24;1;0;1;1;0.0;0;BB;PRT;A;D;Transient;Check-Out;2017-04-25
Resort Hotel;0;75;2017-04-22;2017;April;16;22;2;1;3;2;0.0;0;HB;GBR;D;D;Contract;Check-Out;2017-04-25
Resort Hotel;0;63;2017-04-18;2017;April;16;18;2;5;7;2;0.0;0;BB;GBR;A;A;Contract;Check-Out;2017-04-25
Resort Hotel;0;0;2017-04-24;2017;April;17;24;1;0;1;2;1.0;0;BB;FRA;A;A;Transient;Check-Out;2017-04-25
